Statement,Label
Republicans approved 12 times larger tax breaks for people making over 350 grand than for the average middle-class person.,TRUE
99% of NJ voters do NOT support hunting.,FALSE
"Forty aides who serve President Barack Obama owe $333,485 in back taxes.",TRUE
"Says U.S. Senate candidate Tommy Thompson admitted that Washington, D.C., changed him into an insider selling his influence to make millions from powerful special interests.",FALSE
Factories are opening their doors at the fastest pace in almost two decades.,TRUE
"In New York City, murders are up.",FALSE
"Obama has asked for $932-million in earmarks, literally $1-million for every day that hes been in Congress.",TRUE
Says Ronald Reagan repeatedly talked about how irresponsible it would be to allow the full faith and credit of the United States to be impaired in any kind of way.,TRUE
We cut a record $15 billion from our state budget.,TRUE
Now we have ISIS coming over the (U.S.-Mexico) border.,FALSE
For every single scientist that tells you (global warming is) happening and that its our fault...I can stack up another group of reports that say just the opposite.,FALSE
Says 94 percent of Wisconsin employers think the state is heading in the right direction and a majority say they will grow their companies in 2012.,TRUE
Says Hillary Clintons plan is going to raise taxes and even double your taxes.,FALSE
Millions of Americans are paying more and getting less under Obamacare.,FALSE
"When he took office in 2009, President Barack Obama had the biggest Democratic majorities in Congress since Lyndon Johnson.",FALSE
Sen. McCain's economic plan gives nearly $4-billion in tax breaks to the oil companies but doesn't provide any tax relief to more than 100-million middle-class families.,FALSE
Says Barack Obama is getting his nominees confirmed faster than President (George W.) Bush was at the same time in his second term.,FALSE
Says Obama promised to cut the deficit in half.,TRUE
"In 2009, Democratic Wisconsin state senators rammed through a billion-dollar tax hike in 24 hours with no public input.",TRUE
90% of Americans want national background checks that close loopholes.,TRUE
"Dozens of artists, including Justin Timberlake, Jay Z and Rihanna, are canceling Florida shows like Stevie Wonder in protest of stand your ground.",FALSE
We have that program where immigrants come here and they have to bring a million dollars in order to get a green card if theyre going to create jobs.,FALSE
Says Newt Gingrichs contract was with the lobbyists at Freddie Mac.,TRUE
Privatizing Social Security was a bad idea when George W. Bush proposed it. It's a bad idea today. Sen. McCain's campaign went even further ... suggesting ... to cut cost-of-living adjustments or to raise the retirement age.,FALSE
On deporting illegal immigrants.,TRUE
The countrys bankrupt.,FALSE
We spend a staggering amount of money on health care over $2-trillion and almost twice as much as any other country per person.,TRUE
"Preventive care ""saves money.""",FALSE
"Says Connie Mack IV co-sponsored a bill to take a third of the Social Security Trust Fund ... give it in individual accounts to the senior citizens, who then were to invest it in the stock market.",FALSE
"Our National Guard, as we saw in the Midwest flooding, can't function as effectively as it could. I was talking to National Guard representatives. Fifteen of their 17 helicopters in this region were overseas during the flooding.",FALSE
Fulton County has successfully reduced the number of pregnancies among 15- to 19-year-olds.,TRUE
Says the Texas House has a record number of new members joining our ranks.,TRUE
Says Democrats cut $35 million from the state budget for Information Technology improvements.,FALSE
Austins Pease Elementary is a school that was created as part of the Texas Constitution.,FALSE
I was pretty proud of being the only guy on the stage that ever had a job in the private sector.,FALSE
"The 30 percent tax rate called for under President Barack Obamas proposed Buffett Rule is lower than the prescribed tax rate for millionaires already -- not just for millionaires, for people making over $200,000.",TRUE
Says U.S. Rep. Ted Yoho said African Americans should only be given three-fifths of a vote.,FALSE
We dont need a separate (prescription drug) database ... Pharmacies already have a database in place.,FALSE
A small business in my district needed 31 different permits and fees just to be able to expand.,TRUE
"The U.S. Department of Defense spends $80 million a year on prostate cancer research, $25 million a year on ovarian cancer research and $150 million a year on breast cancer research.",TRUE
FACT: Nothing in #Obamacare forces people out of their health plans.,FALSE
"After J.D. Hayworth ""was voted out of Congress, he became a registered lobbyist"" who was ""paid thousands by a Florida corporation to lobby the very committee he used to serve on.""",TRUE
76 percent of doctors support the use of medical marijuana,FALSE
Department of Education officials investigating Virginia Tech shootings have not once gotten into the car and driven down to Blacksburg to talk to the police chief or the university president or to anyone else.,TRUE
"We are dealing with an administration that, quite frankly, has shown a reluctance to enforce the immigration law.",TRUE
"When Social Security was passed, there were all kinds of lawsuits, just as there have been in the legal battle over the new health care law.",TRUE
Says Damascus disincorporation would produce NO significant tax savings.,FALSE
Scott Walker opposed a plan to help Wisconsin students refinance their student loans.,FALSE
Lee Zeldin missed 2/3rds of Veterans Affairs Hearings,FALSE
I have won more elections than any chairman since 1938.,TRUE
500 percent more traffic here?,TRUE
"In Arizona, there are only one and a half (Border Patrol) agents per every 10 square miles.",FALSE
"(McCain) says ""we can't have ... timelines to draw down our troops from Iraq.""",TRUE
"In Wisconsin, a woman only earns 80 cents for every $1 a man earns.",TRUE
"Loranne Ausleys a financial train wreck for taxpayers -- pushing gas taxes, property taxes, taxes on seniors.",FALSE
Grocery prices have risen significantly over the past year or so.,FALSE
"Sen. Kay Bailey Hutchison's ""concession speech came with less than 20 percent of the precincts having been counted.",TRUE
I think we came down here (to Florida) one time ... but we weren't actively fundraising here.,FALSE
Canadian-born Ted Cruz has had a double passport.,FALSE
Says Holly Turner failed to vote in five straight Republican primaries.,TRUE
The White House budget plan will bring domestic discretionary spending to its lowest share of our economy since Dwight Eisenhower was president.,TRUE
The California governor says yes to poisoning more children with mercury and aluminum in vaccines.,FALSE
Says Donald Trump has outlined policies that read like a Kremlin wish list.,TRUE
Says Congressmen Paul Ryan and Todd Akin co-sponsored legislation to limit federal funding for abortion to victims of forcible rape.,TRUE
SaysHillary Clinton wants to abolish the Second Amendment.,FALSE
Less than half of the poorest American households have a home Internet subscription.,TRUE
"Said he is the only Democratic candidate for state attorney general who has ""represented the entire state of Georgia.""",FALSE
In 20 years there will be enough Muslim voters in the U.S. to elect the president by themselves.,FALSE
"During the past four years, average wages have barely budged.",TRUE
"Donald Trump Protester Speaks Out: I Was Paid $3,500 To Protest Trumps Rally.",FALSE
"Says Vladimir Putin said, President Obama and his fellow Democrats are either idiots or deliberately trying to destroy their own economy.",FALSE
McCain supports tax breaks for companies that ship jobs overseas.,FALSE
ISIS is running through a border made porous by Barack Obamas policies.,FALSE
"Job losses are so certain under this new cap-and-tax plan that it includes a provision accommodating newly unemployed workers from the resulting dried-up energy sector, to the tune of $4.2 billion over eight years. So much for creating jobs.",TRUE
Says under federal law we do not have any limitation on the number of guns and bullets we can buy.,TRUE
Studies have shown that voter fraud is non-existent in Texas.,FALSE
"Extending current tax rates would average more than $100,000 a year to millionaires and even billionaires.",TRUE
"Over 22,000 unique Internet Protocol addresses -- in Wisconsin alone -- have downloaded child pornography.",TRUE
Its factually correct to say that Jennifer Brunner inherited at least 18 lawsuits when she came into the office that were a result of Ken Blackwells mismanagement of the 2004 election.,FALSE
The ACLU has filed a suit to end prayer from the military completely.,FALSE
"Under President (George W.) Bush, prosecution of gun crimes was 30 percent higher than it is under President Obama.",FALSE
"There are 300,000 babies born deformed every year in this country because of women who are alcoholics while they're carrying those children to term.",FALSE
Says were losing one voter every 13 minutes.,TRUE
"Today, we have two Vietnams, side by side, North and South, exchanging and working.",FALSE
"A data system that goes along with Common Core is designed to collect up to 400 data points on each child, which can include personally identifiable data.",FALSE
Alison Alter got an F in attendance in 2016 as an Austin parks board member and was removed by a unanimous vote of the Austin City Council.,FALSE
Says he got lobbied by a woman with late-stage cancer about vaccinating Texas girls against a virus that can cause cervical cancer.,FALSE
Florida shelled out more money for drug testing than it saved by denying welfare benefits to people who tested positive for drugs.,TRUE
Illegal immigration is lower than its been in 40 years.,TRUE
Ive got a 94 percent career voting record in Congress while Bill Nelson has a 92 percent voting record.,TRUE
"When I was secretary of state, I had a very high approval rating.",TRUE
Kesha Rogers is not a Democrat.,FALSE
Says House Republicans spent $50 million on 33 votes to repeal Obamacare.,FALSE
Democrats are poised now to cause this largest tax increase in U.S. history.,FALSE
"Says under Mayor Cory Booker, Newark has seen violent crime up five years in a row, murder up five years in a row.",TRUE
Seventy of Ohios 88 counties now have more than 25 percent of their residents eligible for emergency food.,TRUE
Americanschools are more segregated than they were in the 1960s.,TRUE
I was filibustered.,TRUE
"It was President Obama's ""inaction that caused over three weeks to go by before he even approved the governor's plan to protect our marsh.""",TRUE
The Chinese last year probably stole $360 billion inintellectual property from the United States.,TRUE
Almost nine out of every 10 pennies that would be spent turning a 200-mile stretch of Interstate 70 into a toll road would be from folks outside Missouri.,FALSE
Greg Abbott said it would be a waste to expand pre-k to all Texas children.,FALSE
"It costs us, logistically, three times more to fight in Afghanistan than it does in any other place.",FALSE
Some 500 detainees were released from Guantanamo during the Bush administration.,TRUE
Youre more likely to be the victim of a violent crime in Milwaukee than in 96 percent of the country.,TRUE
The average person who gets the minimum wage in America is 35 years old.,FALSE
"The majority of public funding for the Marlins stadium came from hotel taxes, the burden of which is incurred by tourists who are visiting our city, NOT the resident taxpayers.",TRUE
More people today are leaving Virginia than moving in.,TRUE
"With Rick Scott, there are more funds for preschool education.",FALSE
The children coming across the southern U.S. border were never examined after they got here and quarantined if they had a disease. They were just sent out across the country. Many of them had measles ... We now have an outbreak of it all because of our immigration policy.,FALSE
The Mack Penny Plan for the federal budget would balance our budget by 2019 and continues to gain support.,TRUE
"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly.""",TRUE
"As a result of the House Republican bill, the nonpartisan Congressional Budget Office now confirms that families will see their health care premiums reduced by up to 10 percent.",TRUE
Says Thomas Jefferson helped craft the Constitution.,FALSE
"Says U.S. Rep. Tammy Baldwin, a candidate for Senate, supports raising taxes by $858 billion.",FALSE
"Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.",TRUE
Says the Obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to release hundreds of dangerous criminals into our communities.,FALSE
Says Democratic challenger Russ Feingold was the deciding vote on Obamacare.,FALSE
Florida has the most errors and exonerations from death row.,TRUE
A recent economic uptick appears to coincide with the expectation of a new Republican Congress.,FALSE
There is no precedent for what the Democrats are doing with this deception. ... We have never written a reconciliation bill to amend a law that does not exist.,TRUE
"I was one of the few, very few, who voted `no on the Iran deal.",FALSE
"He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service.",TRUE
Oregon has never before tried to create a land-use plan for what it should look like for 50 years.,TRUE
On expanding Medicaid under the Affordable Care Act.,FALSE
"Obama's plan to raise the capital gains tax ""hurts the middle class.""",FALSE
The House Zika bill limits access to birth control services needed to help curb the spread of the virus in Puerto Rico.,TRUE
Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.,TRUE
"Doctors kill about 250,000 people a year in botched surgeries.",FALSE
The White House branded the memorial service for the Tucson shootings with a Together We Thrive logo and slogan.,FALSE
"Obama ""changed the rules in Washington. Gone are the free gifts from lobbyists. Gone are the fancy airplane rides for nothing.""",TRUE
"By the end of this budget Im in right now, taxes will have been cut $4.7 billion in my state.",TRUE
Says JoAnne Kloppenburg has told us she thinks its her job to promote a more equal society.,TRUE
"President Eisenhower, on the night before the Normandy invasion...[wrote a] letter of resignation to the United States Army for the failure of the landings at Normandy.",FALSE
25 percent of our economy is the financial sector.,FALSE
"Barack Obama has ""reversed"" on his commitment ""to begin withdrawing American troops from Iraq immediately.""",FALSE
Illegal immigration and the crime rate are as low as theyve been in decades.,TRUE
"Between 2008 and 2014, criminal aliens accounted for 38 percentof all murder convictions in the five states of California, Texas, Arizona, Florida and New York.",FALSE
Repealing Obamacare saves our nation more than $2 trillion.,FALSE
"Statistics show that more people at this time telecommute than they ride carpools, mass transit, bicycle or walk.",TRUE
We have constitutional amendment that says that there's a ban on drilling right off Florida's coast.,FALSE
"In President Barack Obamas 2015 State of the Union address, the words al-Qaida were never used, the first time those words have not been used in a State of the Union address since February 2001.",TRUE
McCain voted 19 times against a minimum-wage increase.,TRUE
Sen. Arlen Specters party switch could end up giving Republicans the ability to filibuster judicial nominees at the Judiciary Committee level so that the nominees never get out of committee.,TRUE
Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.,TRUE
Oregon is the most trade-dependent state in the nation,FALSE
"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.",TRUE
Says Barack Obama had huge majorities in Congress during his first two years in office and did nothing with them to create jobs in America.,FALSE
"Says Hillary Clinton is proposing to print instant work permits for millions of illegal immigrants to come in and take everybodys jobs, including low-income African-Americans.",FALSE
U.S. Sen. Lindsey Graham says South Carolina has a labor shortage and wants more immigration.,FALSE
110 people a day move to Austin.,FALSE
"One of the interesting things about the Recovery Act was most of the projects came in under budget, faster than expected, because theres just not a lot of work there.",TRUE
"Were spending $12,000 bucks a kid a year in the school system.",TRUE
Says Austin has the lowest property tax rate by far of the five major cities in Texas.,TRUE
I didnt support Sonia Sotomayor.,FALSE
You can look at the propaganda on a lot of the terrorists sites and what Donald Trump saysabout Muslims is used to recruit fighters.,TRUE
Says Chris Christie was the first governor in America to endorse Mitt Romney.,FALSE
"General Electric hasnt really created any jobs in this country, doesnt pay any taxes, and theyre making historic profits.",TRUE
Says the U.S. Attorneys Office said that neither I nor my campaign had any idea what was going on regarding my fathers illegal campaign contributions. And thats why they closed this case.,TRUE
Iowas Republican caucus stopped mattering years ago. It in no way determines the party nominee.,TRUE
Says both Donald Trump and Hillary Clinton say Planned Parenthood is terrificand that it should keep taxpayer funding.,FALSE
"In 2008, then-Sen. Barack Obama missed 60 or 70 percent of his votes. In 2004, John Kerry missed close to 60 to 70 percent and Bob Graham missed over 30 percent of his votes.",TRUE
Texans eat more catfish than residents of all other states combined.,FALSE
Says Ted Cruz wanted to let in more Syrian refugees and give amnesty to illegal immigrants.,TRUE
"January through November 2014, the year so far, were the hottest first 11 months of any year recorded.",TRUE
"[W]hen adjusted for cost of living, Georgia ranks first nationally in teacher salary and benefits.",TRUE
U.S. Sen. Sheldon Whitehouse rewarded Wall Street executives with millions in bonuses.,FALSE
Says his Act 10 reforms have saved the taxpayers some $3 billion.,TRUE
"Says the federal health care law upheld by the Supreme Court has improved or saved the lives of more than 4,000 Texans otherwise prevented from obtaining health coverage due to pre-existing conditions.",TRUE
About 3 percent of Gov. Nathan Deals appointments have been African-American.,TRUE
"And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001.",TRUE
"When I was born, defense spending was 60 percent of the budget. Its now 17 percent.",TRUE
John McCain said...in December he was surprised there was a subprime mortgage problem.,TRUE
"More lives are lost from violence against women, sex-selective abortion, female infanticide, suicide, egregious maternal mortality, and other sex-linked causes than were lost during all of the wars and civil strife of the 20th century.",TRUE
The benefits that were offered to me as a congressman dont even compare to the benefits that you get as a state employee. I just experienced that myself. Theyre not nearly as good.,TRUE
Huckabee supported a tuition break to the children of illegals that are here illegally when citizens are having to pay a higher rate.,TRUE
The Senate Republican education plan is an unfunded mandate for local school districts.,TRUE
"Obama ""voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation.""",TRUE
"With Obamacare,You have no options ..you cant get competitive bidding.",FALSE
"John McCain has said the economy is ""not his strong suit.""",TRUE
Weve seen highway fatalities actually decrease in Colorado since marijuana use was legalized.,TRUE
"I believe, Senator Clinton, you've raised more money from those people (the oil and gas industry) than any candidate, Democrat or Republican.",TRUE
Gov. Rick Scott is trying to get a waiver under the federal health care law that would deny consumers in Florida the right to the $60 million in rebates they have from their own HMOs.,TRUE
Jason Carter actually opposed more funding for education in the Senate.,TRUE
"Every day in the United States, we are losing 15 factories.",TRUE
About 2 percent of Americans get paid the minimum wage.,TRUE
"The Affordable Care Act is a major reason why weve seen 50,000 fewer preventable patient deaths in hospitals.",TRUE
"After Patrick Murphys charges were dropped, Murphys father gave the prosecutor a huge campaign donation.",FALSE
The current (agriculture) commissioner allowed tainted beef to be sent to school cafeterias.,FALSE
"Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with ... the worst chapter in American history. ... And, Senator Obama, you didn't repudiate those remarks.",TRUE
"The national debt is equal to $48,700 for every American or $128,300 for every U.S. household. It is now equivalent to the size of our entire economy.",TRUE
This week the House of Representatives voted to remove the word lunatic from federal law.,TRUE
"Less than 2 percent of illegals are picking crops, but 41 percent are on welfare.",FALSE
Says the states budget shortfall is not that much different than it was in 2003.,FALSE
"Sen. Joe Biden, the ranking member of the Foreign Relations Committee, recommended partitioning Iraq into three separate entities.",TRUE
The overwhelming number of school districts reported their staff stayed the same or grew after the 2011-13 state budget,FALSE
Seventy percent of Missourians support voter photo ID legislation.,TRUE
Says middle-class New York State residents will have the lowest tax rate in 70 years.,TRUE
My plan offers three times as much tax relief to the middle class as Senator McCain's.,TRUE
"Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law.",FALSE
"Under President Obama, domestic oil production is at an eight-year high.",TRUE
Says under U.S. Sen. Robert Menendezs watch the nations unemployment rate and debt doubled and the federal budget deficit quadrupled.,TRUE
Seniors will see $500 billion in Medicare cuts to fund Obamacare.,FALSE
Theres only one candidate under investigation -- Terry McAuliffe.,FALSE
Annual water usage in 2010 was actually down more than 18 percent from usage in 2006.,TRUE
"Currently, there is no one from South Austin on the (Austin City) Council!",TRUE
"The percent of students who enter high school and eventually earn a diploma or equivalent, or who remain in pursuit of a diploma or equivalent, is 90 percent.",TRUE
"We have been focusing so much, especially the Texas Department of Transportation, on that 97 percent of people in single-occupancy vehicles.",FALSE
There is no state in the U.S. where a 40-hour minimum wage work week is enough to afford a two-bedroom apartment.,TRUE
"When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go.",FALSE
Says Hillary Clinton will receive her congressional salary until she dies and the Secret Service pays her mortgage.,FALSE
Says theres no proven instance where hydraulic fracking has polluted groundwater.,TRUE
Sixty percent of the auto thefts that we have in (St. Petersburg) are caused by people leaving their keys in the car.,TRUE
"Obamas secretary of energy, Dr. Steven Chu, has said publicly he wants us to pay European levels (for gasoline), and that would be $9 or $10 a gallon.",TRUE
"$100,000 in stimulus funds (were) used for a Martini Bar and Brazilian Steakhouse.",TRUE
"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.",TRUE
There are millions of women all across the country who rely on Planned Parenthood for not just contraceptive care; they rely on it for mammograms.,TRUE
"Under Obama's tax plan, ""95 percent of you will get a tax cut.""",TRUE
It is simply a fact that insufficient funding for Amtrak has delayed the installation of a positive train control safety system. To deny a connection between the (derailment in Philadelphia) and underfunding Amtrak is to deny reality.,TRUE
"Austin has over 1,000 city employees that make six-figure salaries.",TRUE
Every signer of the Declaration of Independence had no federal elected office experience.,FALSE
The state [food stamp call center] program is administered from foreign shores.,FALSE
Says the acting chief of the IRS said he and the majority of IRS employees would rather stay with his current health plan than switch to Obamacare.,TRUE
Florida is now the No. 1 state in the country for automobile accident fraud.,TRUE
When I took office last year we faced historic budget deficits of $6 billion here in Virginia. And we closed those deficits by cutting spending.,FALSE
All University of Texas student-athletes get an iPad.,FALSE
There was no surge in 501(c)(4) applications in 2010.,TRUE
"Says 10 days after Hurricane Katrina, this chamber passed two separate bills amounting to $60 billion. It has been nearly two months since we had Superstorm Sandy, and nothing has passed.",TRUE
President Barack Obamas budget threatens national security by proposing an Army of fewer personnel than we had before Pearl Harbor.,FALSE
"The extra point is almost automatic. (The NFL) had five missed extra points this year out of 1,200 some odd attempts.",TRUE
"Says that under his tax plan, no matter where you are in the stratosphere, youre going to be getting a tax cut.",FALSE
We have a governor whos vetoed measures like increasing our minimum wage and restoring the earned income tax cut.,TRUE
Says Milwaukee County buses are no less safe now than a year or two ago.,FALSE
Says the average government worker wont be impacted in the first two years under the reform of state health benefits.,FALSE
Says she voted for a statewide fracking ban.,TRUE
"Planned Parenthood is the only health care that a significant number of women get. About 30 percent of women, thats their health care.",FALSE
The federal limousine fleet has increased by 42 percent since Barack Obama took office.,FALSE
"Says Texas has been waiting for two years for the federal government to act on a proposal to allow the state to ""create insurance opportunities for those that are uninsured today.""",FALSE
Says he was endorsed by theValley News newspaper.,FALSE
John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.,TRUE
"We had a massive landslide victory, as you know, in the Electoral College.",FALSE
More people have been put on food stamps by Barack Obama than any president in American history.,TRUE
A new bill was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.,FALSE
Says President Barack Obama attacked potential terrorist targets in Syria in the middle of the night to minimize terrorist casualties.,FALSE
Says Nevadans will have a double-digit hike in their Obamacare premiums for the year and 10 of Nevadas 16 counties will only have one Obamacare...exchange insurer,TRUE
"If Rhode Island raises the meal and beverage tax to 10 percent, it would be the fourth-highest in the nation.",TRUE
Says the Austin chapter of the League of Women Voters has no Republicans among elected officers or on its debate committee.,TRUE
"Voting in the wrong precinct led to over 14,000 registered voters statewide to lose their vote in 2008.",TRUE
"While CEOs of some large charities have big salaries, the heads of some veterans groups do the job for free.",FALSE
"Says that according to a report, the tech sector now drives more than one-quarter of Austins economy.",TRUE
"The form students fill out to get college financial aid is ""longer than the form to get U.S. citizenship.""",FALSE
"In Harrisburg, I passed more bills than all the Democrats combined, in terms of legislation affecting the city.",TRUE
"Says Obama wants to give (Iran) nuclear weapons and Michael Bennet, he was all for it.",FALSE
"This year, Newt Gingrich has raised as much money as Mitt Romney, Tim Pawlenty, Sarah Palin, and Mike Huckabee combined.",TRUE
"Over the last 40 years, real wage growth has been flatlined because of the policies of the Federal Reserve ... It was all driven by the Federal Reserve.",FALSE
"Seniors will have to find $12,500 for health care because Republicans voted to end Medicare.",FALSE
"Says she has bipartisan support, including 53 sheriffs throughout the state, Democrats and Republicans.",TRUE
Says Hillary Clinton has been given tens of millions of dollars by countries that treat women horribly ...and countries that kill gays.,TRUE
"President Obama promised families making less than $250,000 a year would not see taxes go up, but Obamacare raises 18 different taxes.",FALSE
"In Texas, a faceless hospital panel can deny life-sustaining care, giving you only 10 days to find another facility for your mother, dad, or young child, even if the patient is conscious.",TRUE
The polls show over half of Americans identify themselves as being pro-life.,FALSE
"One in four Texans lacks health insurance, the highest proportion in the nation.",TRUE
On repeal and replace of federal health care reform.,FALSE
Under the Obama economy ... utility bills are higher.,TRUE
Our real unemployment is anywhere from 18 to 20 percent. Dont believe the 5.6. Dont believe it.,FALSE
House Republicans just passed a bill that makes it legal for single mothers to be fired by their employers.,FALSE
This president has offered fewer executive actions than almost any other president preceding his presidency in recent history.,TRUE
Says Barack Obama and his team are socialists in every respect of the word.,FALSE
The (Jackson) plan (for reforming Cleveland schools) lacks any data or methods proven to raise student achievement.,FALSE
"Under Scott Walkers policies, the typical Wisconsin family has actually seen their real income drop by nearly $3,000 in the last four years.",FALSE
Says Ronald Reagan got the Saudis to flood the market with cheap oil.,FALSE
"Says. Rep. Joe Barton, R-Texas, once said, Wind is a finite resource and harnessing it would slow the winds down, which would cause the temperature to go up.",FALSE
People are five to seven times more likely to be murdered in workplaces that allow firearms than in those that prohibit it.,TRUE
U.S. Rep. Patrick Murphy voted to allow members of Congress to receive taxpayer-funded health care for life.,FALSE
"Under Floridas voting law, a requirement to turn in voter registrations within 48 hours makes it impossible to meet the deadline if youre working right to the end of the week.",FALSE
There are a multitude of vaccines that do not prevent deadly and crippling diseases.,FALSE
We dont have bars on campus in Texas. Its against the law... no alcohol allowed.,FALSE
Says there have been well over 54 million abortions since 1973.,TRUE
China holds 26 percent of the U.S. debt.,FALSE
Says Portland has higher standards than feds on allowed police use of force.,TRUE
Ed Perlmutter voted for Viagra for rapists paid for with tax dollars.,FALSE
Cobb County businesses have already been awarded contracts worth $250 million on construction of a new Braves stadium.,TRUE
A National Football League lockout would cost Atlanta $160 million in lost jobs and revenue.,FALSE
Ronald Reagan met with Gorbachev; Kennedy met with Khruschev; and Nixon met with Mao and these were folks who have done horrendous damage not only to their own countries but to other countries.,TRUE
Vern Buchanan has been completely exonerated in a Federal Election Commission action.,FALSE
Says Wisconsin Gov. Scott Walkers budget calls for raising property taxes by nearly $500 billion.,FALSE
The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,TRUE
Says the Obama administration never responded to his 2012 letter flagging the uptick in unaccompanied children crossing the U.S.-Mexico border.,TRUE
President Obama has spent over $2 million in legal fees defending lawsuits about his birth certificate.,FALSE
Says this House processed and approved as many bills as previous Legislatures.,FALSE
"Biden was responsible for ""ending genocide in Bosnia.""",FALSE
The last three days of early voting happen to be the most populated days of voting that we have in early voting.,TRUE
"Repealing the sales tax on boats in Rhode Island has spawned 2,000 companies, 7,000 jobs and close to $2 billion a year in sales activity.",TRUE
Says Newt Gingrich supports amnesty for illegal immigrants.,TRUE
"Last year, 244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm.",TRUE
Poll results from the past 35 years show that State of the Union speeches do not move presidential approval numbers.,TRUE
Says Marco Rubio voted to deport young people known as Dreamers.,FALSE
There's no rationing in any of these bills.,FALSE
A bill backed by Sean Duffy and other House Republicans could actually require the Internal Revenue Service to conduct audits of rape victims who get an abortion.,FALSE
Obamacare puts the federal government between you and your doctor.,FALSE
The state-hired company that evaluates state-mandated student exams goes on Craigslist to get examiners to read our students essays.,FALSE
Pinnacle Overlook in Southwest Virginia is closer to eight other state capitals than to Richmond.,TRUE
Dan Gelber: On the record against scholarships to help our needy children attend Jewish private schools.,FALSE
Saturdays shootings reflect a disturbing trend. Mass shootings have become commonplace since the Virginia Tech massacre in 2007. There have been dozens of incidents where three or more people have been fatally wounded. Hundreds have died.,TRUE
Says tax revenues are the lowest they have been since World War II.,TRUE
Says Barack Obamas health care law will be the biggest job-killer ever.,FALSE
"The cost to implement Florida's class size amendment so far has been ""$16 billion.""",TRUE
Secretary Geithner has left the option on the table of abandoning the dollar for a multinational currency.,FALSE
"Says Scott Walker cut funding to local governments in Wisconsin, contributing to the second-largest increase in violent crime in the Midwest.",TRUE
Says U.S. Rep. Martin Heinrich spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.,FALSE
FCAT tests account for less than 1 percent of the instructional time provided during the year.,FALSE
"Says that according to one economist, $1 of unemployment benefits boosts the economy by $1.61.",FALSE
The health care bill has six years of costs against 10 years of tax revenue.,TRUE
"Despite opposition from national Club for Growth, Club for Growth Wisconsin has endorsed him for U.S. Senate.",FALSE
Obama put a 10 percent tax on tanning.,TRUE
Says Sen. John McCain has taken more money from Wall Street than any other sitting senator.,TRUE
"Just two weeks ago, Congressman Hurd quit his post on the House Committee on Small Business saying that he was unable to find the time to serve.",TRUE
Obamacare passed by just one vote in the Senate. It wouldnt have passed without Mark Warners vote.,TRUE
Says Adam Hasners record includes requesting over $92.2 million in earmarks.,TRUE
No one beta-tested healthcare.gov.,TRUE
"Susie Lee and her husband own 17 homes across the country and use their private jet to take vacations, and invest in companies like Walmart, Halliburton and GEO Group.",TRUE
"Says for the first time in the history of the United States, the government cut taxes during wartime",TRUE
Says he sued Obamas EPA seven times.,TRUE
A working woman will earn $7.70 on $10.,TRUE
"Even when all other state agencies took cuts, Gov. [Nathan] Deal increased education spending every year.",FALSE
"Georgia is now the eighth most populous state in the nation, moving from the number 10 position in just four years.",TRUE
"Says Travis County Sheriff Greg Hamilton has accepted $42,000 from strip-club interests and $10,000 from local alcohol distributors.",TRUE
"President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent.",TRUE
If upstate New York split from downstate the economic indicators of upstate New York would be among the lowest in the country.,TRUE
"Says that since lawmakers acted, we have 130 new businesses across Texas doing helicopter hog hunts.",FALSE
When New York Gov. Eliot Spitzer wanted to provide drivers licenses to those who are undocumented. (Hillary Clinton) said dont do it.,TRUE
"Cass Sunstein, President Obama's nominee for regulatory czar, ""wants to give legal standing to animals so they can sue you for eating meat.""",TRUE
"Gas prices have doubled because Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump.",FALSE
Californias credit rating is the worst in the country.,TRUE
The price of gasoline was at $1.85 a gallon when President Barack Obama took office and has since nearly doubled because of his policies,FALSE
"Says Lee Leffingwell has been mayor of Austin, Texas for about as long as Sarah Palin was governor of Alaska.",FALSE
"Just in the past 10 years, college tuition has increased 28 percent.",TRUE
